,year,demographic_A,demographic_B,question,p-value
7208,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",Future changes: greater respect for authority,6e-10
7209,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",Trust: Your neighborhood (B),1.5130460029999997e-57
7210,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",Believe in: hell,6.346720000000001e-05
7211,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",One of main goals in life has been to make my parents proud,1.695449653e-29
7212,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",Important in life: Religion,1.962139458e-20
7213,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",Member: Belong to consumer groups,4.8009e-06
7214,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",Institution of occupation,7.850673473e-48
7215,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ","Member: Belong to education, arts, music or cultural activities",1.710171533e-58
7216,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",Self positioning in political scale,9.860000000000001e-08
7217,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",Highest educational level attained - Respondent´s Father:  ISCED‐code one digit,1.0116936900000001e-37
7218,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Student ",Neighbours: Heavy drinkers,1.4285e-06
7219,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Employment status Spouse/partner,6.000564683000001e-203
7220,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Confidence: Armed Forces,7.595550000000001e-05
7221,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How proud of nationality,2.028309438e-16
7222,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Claiming government benefits to which you are not entitled,8.605378386e-42
7223,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Democracy: People choose their leaders in free elections.,0.0
7224,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Believe in: life after death,1e-10
7225,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed","How close you feel: Continent; e.g. Europe, Asia etc.",6.28e-08
7226,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Duty towards society to have children,2.0841e-06
7227,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important child qualities: thrift saving money and things,1.964548482e-16
7228,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Income equality,0.0016859991000000001
7229,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important child qualities: imagination,1.1439438360000001e-17
7230,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Trust: People of another religion (B),0.0
7231,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Political system: Having experts make decisions,0.0
7232,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Citizen of country,3.189109053e-26
7233,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Political system: Having a democratic political system,2.08e-08
7234,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How often in country's elections: Voters are bribed,0.0
7235,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How often do you pray (WVS7),7.212400000000001e-06
7236,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Marital status,2.726160379e-53
7237,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Trust: People of another nationality (B),1e-10
7238,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Work should come first even if it means less spare time,1e-10
7239,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Democracy: The state makes people's incomes equal,9.52129e-05
7240,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important in life: Family,8.19992e-05
7241,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Satisfaction with the political system,2.2547199789999999e-35
7242,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Vote in elections: local level,1.3649620860000002e-100
7243,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed","How close you feel: Your village, town or city",8.957000000000001e-07
7244,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Government has the right: Monitor all e-mails and any other information exchanged on the Internet,0.0003047048
7245,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Most people can be trusted,3.709874202e-24
7246,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How often in country's elections: Rich people buy elections,1.96586099e-18
7247,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How often in country's elections: Votes are counted fairly,6.092960226999999e-49
7248,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Interest in politics,8.1033314e-23
7249,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Political system: Having a strong leader,7.9e-09
7250,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Scale of incomes (WVS7),1.82914e-05
7251,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Confidence: Churches,0.0006453538
7252,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Democracy: Women have the same rights as men.,0.0
7253,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Feeling of happiness,0.0031076364
7254,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important child qualities: obedience,2.1e-09
7255,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,0.0021852082
7256,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important in life: Politics,5.1e-09
7257,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Euthanasia,7.67795e-05
7258,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Democracy: The army takes over when government is incompetent.,2e-10
7259,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",State of health (subjective),2.097679657e-39
7260,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Future changes: less importance placed on work,0.0
7261,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Sex,0.0003530801
7262,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Political violence,1.3825e-06
7263,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Democracy: Governments tax the rich and subsidize the poor.,0.0016675213
7264,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Avoiding a fare on public transport,7.762824560000001e-61
7265,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Age recoded (6 intervals),0.0
7266,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Importance of democracy,3.1179133390000005e-22
7267,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Having casual sex,3.969765855e-50
7268,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Aims of country: first choice,1.3e-09
7269,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed","How close do you feel: to your county, region, district ",5.1e-09
7270,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Occupational group - respondent (WVS7),8e-09
7271,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Government has the right: Keep people under video surveillance in public areas,0.0
7272,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How often in country's elections: TV news favors the governing party,0.0
7273,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Member: Humanitarian or charitable organization,0.0022576543
7274,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Aims of respondent: first choice,0.0
7275,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Homosexual couples are as good parents as other couples,2.8402e-06
7276,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Confidence: The Environmental Protection Movement,0.0094317436
7277,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How often in country's elections: Voters are threatened with  violence at the polls,0.0
7278,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed","Member: Belong to conservation, the environment, ecology, animal rights",0.0019927824
7279,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Member: Belong to religious organization,0.0
7280,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important in life: Work,2.2010000000000002e-07
7281,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Trust: People you meet for the first time (B),0.000149054
7282,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed","Father immigrant / born in country
",4.622833611e-20
7283,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important child qualities: independence,2.44295e-05
7284,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Democraticness in own country,5.577028701e-32
7285,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Confidence: The Civil Services,0.0005104801
7286,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Religious person,1e-10
7287,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Prostitution,5.71e-08
7288,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Neighbours: Homosexuals,0.004104119
7289,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Abortion,0.0050838842
7290,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Cheating on taxes,6.248198665000001e-25
7291,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How much freedom of choice and control,0.0003015633
7292,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Confidence: Major Companies,0.0049586657
7293,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Work is a duty towards society,2.45071955e-34
7294,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Member: Belong to other groups,0.000132681
7295,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How often in country's elections: Opposition candidates are prevented from running,0.0005611748000000001
7296,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Competition good or harmful,1.1143e-06
7297,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed","Mother immigrant / born in country
",0.0
7298,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Religious denomination,7.000000000000001e-09
7299,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Government responsibility,3.487877603e-27
7300,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Death penalty,1e-10
7301,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",People who don´t work turn lazy,6.547527634e-16
7302,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Justifiable: Someone accepting a bribe,2.293974832e-21
7303,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Confidence: Parliament,0.0002140682
7304,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Confidence: The Police,0.0
7305,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How much you trust: Your family (B),1.01117043e-18
7306,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Democracy: Civil rights protect people’s liberty against oppression.,1.4710000000000001e-07
7307,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important in life: Leisure time,3.97723e-05
7308,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Do you live with your parents,0.0
7309,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Political action: signing a petition,0.0003165177
7310,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Trust: People you know personally (B),7.696621572e-27
7311,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Confidence: Justice System/Courts,2.49317e-05
7312,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Democracy: People receive state aid for unemployment.,2.4972e-05
7313,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important child qualities: feeling of responsibility,3.8131751559999995e-23
7314,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Vote in elections: National level,1.565711539e-100
7315,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How close do you feel: to country ,1.878770781e-43
7316,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Satisfaction with your life,4.302368069e-28
7317,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",How often in country's elections: Election officials are fair,5.84754432e-35
7318,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Political system: Having the army rule,0.0
7319,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Future changes: greater respect for authority,0.00026167540000000003
7320,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Respondent immigrant / born in country ,2.0188857939999999e-16
7321,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Trust: Your neighborhood (B),7.749875311e-52
7322,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Confidence: The Government,0.0001490284
7323,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Believe in: hell,5.278944378000001e-27
7324,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Believe in: heaven,1.8240000000000002e-07
7325,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",One of main goals in life has been to make my parents proud,4.568481666e-19
7326,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Institution of occupation,1.0718014309999999e-95
7327,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Self positioning in political scale,0.0
7328,2017,"No, no paid employment: Retired/pensioned","No, no paid employment:Unemployed",Important child qualities: tolerance and respect for other people,0.0
7329,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Highest educational level attained - Respondent´s Mother:  ISCED‐code one digit,1.457968329e-137
7330,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Employment status Spouse/partner,0.0
7331,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee","Jobs scarce: Men should have more right to a job than women
(5-point scale)",1.157885946e-16
7332,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Confidence: Armed Forces,7.600239699000001e-22
7333,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How proud of nationality,4.6171250199999995e-38
7334,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Claiming government benefits to which you are not entitled,1.264254019e-22
7335,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Believe in: life after death,6e-10
7336,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Divorce,3.2345786240000002e-55
7337,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee","How close you feel: Continent; e.g. Europe, Asia etc.",0.0
7338,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: religious faith,5.485685488999999e-21
7339,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Duty towards society to have children,5.909770440999999e-65
7340,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: thrift saving money and things,1.638890639e-39
7341,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Believe in: God,3.145053589e-38
7342,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Income equality,2.3218e-05
7343,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: imagination,6.722691117e-78
7344,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Protecting environment vs. Economic growth,0.0
7345,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Highest educational level attained - Respondent: ISCED‐code one digit,9.023182747e-42
7346,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Homosexuality,2.158430562e-91
7347,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Trust: People of another religion (B),0.0
7348,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Aims of country: second choice,0.0057738243
7349,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Citizen of country,2.6150971310000005e-30
7350,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Neighbours: Drug addicts,3.4950000000000004e-06
7351,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How often do you pray (WVS7),1e-10
7352,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Marital status,4.7208e-06
7353,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Trust: People of another nationality (B),1e-10
7354,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Work should come first even if it means less spare time,2.25537281e-84
7355,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Men make better business executives than women do,0.0014166397000000002
7356,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important in life: Family,0.0002345651
7357,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Vote in elections: local level,3.351712754e-137
7358,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Willingness to fight for country,1.444e-07
7359,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee","How close you feel: Your village, town or city",2.901481728e-28
7360,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: good manners,0.0
7361,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Evaluate the impact of immigrants on the development of [your country],5.5000000000000004e-09
7362,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Government has the right: Monitor all e-mails and any other information exchanged on the Internet,0.0
7363,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Most people can be trusted,1.737e-07
7364,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How often in country's elections: Votes are counted fairly,0.0
7365,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Interest in politics,2.2258706090000003e-33
7366,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Scale of incomes (WVS7),1.9852449250000002e-17
7367,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Confidence: Churches,1.8338073720000002e-57
7368,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How important is God in your life,4.607024013e-51
7369,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: determination perseverance,0.0
7370,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Feeling of happiness,7.855621905e-18
7371,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: obedience,0.0
7372,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Highest educational level attained - Respondent´s Spouse:  ISCED‐code one digit,0.0
7373,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important in life: Politics,1.1097953949999999e-23
7374,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Euthanasia,3.0222634780000003e-31
7375,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Neighbours: People of a different race,2.293768342e-27
7376,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",State of health (subjective),6.471969086e-185
7377,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Future changes: less importance placed on work,4.425813813e-84
7378,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Sex,2.363088398e-31
7379,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Political violence,3.4000000000000003e-09
7380,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Member: Belong to labour unions,1.857710746e-202
7381,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Suicide,8.541015957000002e-17
7382,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Avoiding a fare on public transport,3.53723058e-72
7383,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Pre-school child suffers with working mother,7.243807749e-25
7384,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Age recoded (6 intervals),2.570219356e-137
7385,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Member: Belong to sports or recreation,3.712227093e-61
7386,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Having casual sex,1.628104992e-265
7387,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Aims of country: first choice,0.0
7388,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: hard work,0.0001253693
7389,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee","How close do you feel: to your county, region, district ",9.257708258999998e-34
7390,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Government has the right: Keep people under video surveillance in public areas,3.0284696019999997e-21
7391,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Confidence: The Press,0.00044801220000000003
7392,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Aims of respondent: first choice,1.1871680939999999e-24
7393,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Homosexual couples are as good parents as other couples,4.73089565e-95
7394,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Confidence: The Environmental Protection Movement,0.0045685066
7395,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Neighbours: Immigrants/foreign workers,0.0
7396,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How often in country's elections: Voters are threatened with  violence at the polls,8.152e-07
7397,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Private vs state ownership of business,7.696985966999999e-23
7398,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important in life: Work,6.408020247e-62
7399,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Trust: People you meet for the first time (B),5.6828e-06
7400,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee","Father immigrant / born in country
",6.876752188e-23
7401,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: independence,8.279493061e-35
7402,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Democraticness in own country,2.39098e-05
7403,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Men make better political leaders than women do,0.0028642022000000002
7404,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Religious person,3.863069102e-99
7405,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Prostitution,3.162266152e-45
7406,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Member: Belong to professional associations,7.899714816e-81
7407,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Neighbours: Homosexuals,7.610557463999999e-39
7408,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Abortion,1.426465258e-45
7409,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee","Jobs scarce: Employers should give priority to (nation) people than immigrants
(5-point scale)",2.933033988e-27
7410,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Occupational group - respondent´s spouse (WVS7),0.0
7411,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Cheating on taxes,1.097593489e-19
7412,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How much freedom of choice and control,1.224417329e-72
7413,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Democracy: Religious authorities interpret the laws.,5e-09
7414,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Work is a duty towards society,2.30724153e-78
7415,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Member: Belong to other groups,0.0
7416,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Competition good or harmful,2.16363e-05
7417,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee","Mother immigrant / born in country
",1.152565939e-18
7418,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Political action: joining in boycotts,3.5648066080000004e-25
7419,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Religious denomination,1.1410126739999999e-54
7420,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Government responsibility,0.0050557473
7421,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Death penalty,3.1796157020000003e-22
7422,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",People who don´t work turn lazy,5.463850733e-22
7423,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Justifiable: Someone accepting a bribe,0.0
7424,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Confidence: Parliament,0.0001711945
7425,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Confidence: The Police,1.5000000000000002e-08
7426,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How much you trust: Your family (B),0.0008406449000000001
7427,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important in life: Leisure time,1.1290884830000001e-59
7428,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Do you live with your parents,6.5779485479999995e-186
7429,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important in life: Friends,6.7712000000000005e-06
7430,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Political action: signing a petition,7.993422494e-52
7431,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Trust: People you know personally (B),3.487601083e-25
7432,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Democracy: People receive state aid for unemployment.,0.0
7433,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: feeling of responsibility,0.0001469061
7434,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",It is childs duty to take care of ill parent,0.0
7435,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Vote in elections: National level,3.5331195830000003e-97
7436,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How close do you feel: to country ,7.84881714e-84
7437,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",How often do you attend religious services,5.1718700000000003e-05
7438,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Important child qualities: unselfishness,5.5000000000000004e-09
7439,2017,"No, no paid employment: Retired/pensioned","Yes, has paid employment: Full time employee",Satisfaction with your life,2.911137222e-44
